order_id,customer_id,product_id,quantity,order_date,gross_sales,discount,net_sales,costs,contribution_margin
ORD5248,CUST1063,PROD119,41,2024-01-30 22:41:13.649099399,67.24,0.11,59.84,38.13,21.71
ORD5249,CUST1037,PROD105,6,2024-01-31 01:35:06.204136090,19.92,0.02,19.52,11.28,8.24
ORD5250,CUST1036,PROD121,69,2024-01-31 04:28:58.759172781,574.77,0.09,523.04,325.68,197.36
ORD5251,CUST1125,PROD117,44,2024-01-31 07:22:51.314209473,242.88,0.04,233.16,137.72,95.44
ORD5252,CUST1138,PROD107,64,2024-01-31 10:16:43.869246164,376.96,0.03,365.65,213.76,151.89
ORD5253,CUST1099,PROD138,29,2024-01-31 13:10:36.424282855,30.74,0.06,28.9,17.4,11.5
ORD5254,CUST1076,PROD131,28,2024-01-31 16:04:28.979319546,126.56,0.12,111.37,71.68,39.69
ORD5255,CUST1002,PROD132,11,2024-01-31 18:58:21.534356237,95.7,0.06,89.96,54.23,35.73
ORD5256,CUST1160,PROD115,65,2024-01-31 21:52:14.089392928,184.6,0.11,164.29,104.65,59.64
ORD5257,CUST1133,PROD111,19,2024-02-01 00:46:06.644429619,66.69,0.02,65.36,37.81,27.55
ORD5258,CUST1177,PROD137,9,2024-02-01 03:39:59.199466311,47.16,0.12,41.5,26.73,14.77
ORD5259,CUST1009,PROD133,27,2024-02-01 06:33:51.754503002,98.55,0.04,94.61,55.89,38.72
ORD5260,CUST1004,PROD113,34,2024-02-01 09:27:44.309539693,145.86,0.1,131.27,82.62,48.65
ORD5261,CUST1150,PROD135,44,2024-02-01 12:21:36.864576384,166.76,0.08,153.42,94.6,58.82
ORD5262,CUST1137,PROD132,68,2024-02-01 15:15:29.419613075,591.6,0.14,508.78,335.24,173.54
ORD5263,CUST1171,PROD122,82,2024-02-01 18:09:21.974649766,327.18,0.06,307.55,185.32,122.23
ORD5264,CUST1129,PROD149,15,2024-02-01 21:03:14.529686457,102.15,0.01,101.13,57.9,43.23
ORD5265,CUST1012,PROD144,51,2024-02-01 23:57:07.084723148,252.96,0.0,252.96,143.31,109.65
ORD5266,CUST1167,PROD101,13,2024-02-02 02:50:59.639759840,110.37,0.12,97.13,62.53,34.6
ORD5267,CUST1129,PROD140,83,2024-02-02 05:44:52.194796531,136.12,0.08,125.23,77.19,48.04
ORD5268,CUST1083,PROD120,49,2024-02-02 08:38:44.749833222,56.84,0.12,50.02,32.34,17.68
ORD5269,CUST1064,PROD101,70,2024-02-02 11:32:37.304869913,594.3,0.04,570.53,336.7,233.83
ORD5270,CUST1062,PROD126,56,2024-02-02 14:26:29.859906604,436.8,0.05,414.96,247.52,167.44
ORD5271,CUST1100,PROD108,76,2024-02-02 17:20:22.414943295,284.24,0.0,284.24,161.12,123.12
ORD5272,CUST1072,PROD100,51,2024-02-02 20:14:14.969979986,414.12,0.14,356.14,234.6,121.54
ORD5273,CUST1016,PROD110,37,2024-02-02 23:08:07.525016677,101.01,0.1,90.91,57.35,33.56
ORD5274,CUST1008,PROD102,17,2024-02-03 02:02:00.080053369,17.17,0.14,14.77,9.69,5.08
ORD5275,CUST1142,PROD122,58,2024-02-03 04:55:52.635090060,231.42,0.04,222.16,131.08,91.08
ORD5276,CUST1151,PROD125,87,2024-02-03 07:49:45.190126751,106.14,0.09,96.59,60.03,36.56
ORD5277,CUST1037,PROD103,90,2024-02-03 10:43:37.745163442,341.1,0.1,306.99,193.5,113.49
ORD5278,CUST1162,PROD117,29,2024-02-03 13:37:30.300200133,160.08,0.05,152.08,90.77,61.31
ORD5279,CUST1093,PROD105,33,2024-02-03 16:31:22.855236824,109.56,0.13,95.32,62.04,33.28
ORD5280,CUST1094,PROD134,60,2024-02-03 19:25:15.410273515,404.4,0.14,347.78,229.2,118.58
ORD5281,CUST1048,PROD121,91,2024-02-03 22:19:07.965310206,758.03,0.13,659.49,429.52,229.97
ORD5282,CUST1068,PROD142,89,2024-02-04 01:13:00.520346898,102.35,0.11,91.09,57.85,33.24
ORD5283,CUST1061,PROD114,55,2024-02-04 04:06:53.075383589,43.45,0.04,41.71,24.75,16.96
ORD5284,CUST1187,PROD121,10,2024-02-04 07:00:45.630420280,83.3,0.04,79.97,47.2,32.77
ORD5285,CUST1177,PROD136,47,2024-02-04 09:54:38.185456971,348.27,0.14,299.51,197.4,102.11
ORD5286,CUST1077,PROD141,23,2024-02-04 12:48:30.740493662,14.72,0.0,14.72,8.28,6.44
ORD5287,CUST1116,PROD111,85,2024-02-04 15:42:23.295530353,298.35,0.11,265.53,169.15,96.38
ORD5288,CUST1119,PROD146,21,2024-02-04 18:36:15.850567044,170.1,0.11,151.39,96.39,55.0
ORD5289,CUST1136,PROD148,13,2024-02-04 21:30:08.405603735,85.15,0.09,77.49,48.23,29.26
ORD5290,CUST1161,PROD141,33,2024-02-05 00:24:00.960640427,21.12,0.15,17.95,11.88,6.07
ORD5291,CUST1075,PROD137,24,2024-02-05 03:17:53.515677118,125.76,0.05,119.47,71.28,48.19
ORD5292,CUST1034,PROD117,11,2024-02-05 06:11:46.070713809,60.72,0.05,57.68,34.43,23.25
ORD5293,CUST1000,PROD144,17,2024-02-05 09:05:38.625750500,84.32,0.01,83.48,47.77,35.71
ORD5294,CUST1039,PROD134,68,2024-02-05 11:59:31.180787191,458.32,0.07,426.24,259.76,166.48
ORD5295,CUST1063,PROD129,47,2024-02-05 14:53:23.735823882,184.71,0.04,177.32,104.81,72.51
ORD5296,CUST1149,PROD123,25,2024-02-05 17:47:16.290860573,133.75,0.05,127.06,75.75,51.31
ORD5297,CUST1059,PROD141,94,2024-02-05 20:41:08.845897264,60.16,0.13,52.34,33.84,18.5
ORD5298,CUST1063,PROD129,73,2024-02-05 23:35:01.400933956,286.89,0.14,246.73,162.79,83.94
ORD5299,CUST1092,PROD113,21,2024-02-06 02:28:53.955970647,90.09,0.03,87.39,51.03,36.36
ORD5300,CUST1071,PROD105,84,2024-02-06 05:22:46.511007338,278.88,0.06,262.15,157.92,104.23
ORD5301,CUST1010,PROD102,83,2024-02-06 08:16:39.066044029,83.83,0.14,72.09,47.31,24.78
ORD5302,CUST1104,PROD115,83,2024-02-06 11:10:31.621080720,235.72,0.01,233.36,133.63,99.73
ORD5303,CUST1013,PROD106,12,2024-02-06 14:04:24.176117411,23.28,0.01,23.05,13.2,9.85
ORD5304,CUST1059,PROD113,37,2024-02-06 16:58:16.731154102,158.73,0.02,155.56,89.91,65.65
ORD5305,CUST1029,PROD108,42,2024-02-06 19:52:09.286190793,157.08,0.09,142.94,89.04,53.9
ORD5306,CUST1034,PROD114,17,2024-02-06 22:46:01.841227485,13.43,0.02,13.16,7.65,5.51
ORD5307,CUST1164,PROD120,48,2024-02-07 01:39:54.396264176,55.68,0.15,47.33,31.68,15.65
ORD5308,CUST1004,PROD134,28,2024-02-07 04:33:46.951300867,188.72,0.07,175.51,106.96,68.55
ORD5309,CUST1082,PROD101,41,2024-02-07 07:27:39.506337558,348.09,0.08,320.24,197.21,123.03
ORD5310,CUST1122,PROD126,99,2024-02-07 10:21:32.061374249,772.2,0.04,741.31,437.58,303.73
ORD5311,CUST1077,PROD101,47,2024-02-07 13:15:24.616410940,399.03,0.07,371.1,226.07,145.03
ORD5312,CUST1153,PROD134,18,2024-02-07 16:09:17.171447631,121.32,0.1,109.19,68.76,40.43
ORD5313,CUST1061,PROD117,78,2024-02-07 19:03:09.726484322,430.56,0.11,383.2,244.14,139.06
ORD5314,CUST1131,PROD113,99,2024-02-07 21:57:02.281521014,424.71,0.11,377.99,240.57,137.42
ORD5315,CUST1088,PROD119,71,2024-02-08 00:50:54.836557705,116.44,0.09,105.96,66.03,39.93
ORD5316,CUST1041,PROD117,13,2024-02-08 03:44:47.391594396,71.76,0.14,61.71,40.69,21.02
ORD5317,CUST1088,PROD109,82,2024-02-08 06:38:39.946631087,200.08,0.12,176.07,113.16,62.91
ORD5318,CUST1145,PROD124,13,2024-02-08 09:32:32.501667778,105.95,0.11,94.3,60.06,34.24
ORD5319,CUST1039,PROD101,31,2024-02-08 12:26:25.056704469,263.19,0.01,260.56,149.11,111.45
ORD5320,CUST1071,PROD124,2,2024-02-08 15:20:17.611741160,16.3,0.0,16.3,9.24,7.06
ORD5321,CUST1038,PROD132,16,2024-02-08 18:14:10.166777852,139.2,0.03,135.02,78.88,56.14
ORD5322,CUST1103,PROD135,9,2024-02-08 21:08:02.721814543,34.11,0.1,30.7,19.35,11.35
ORD5323,CUST1013,PROD130,73,2024-02-09 00:01:55.276851234,508.81,0.06,478.28,288.35,189.93
ORD5324,CUST1031,PROD113,38,2024-02-09 02:55:47.831887925,163.02,0.06,153.24,92.34,60.9
ORD5325,CUST1178,PROD100,75,2024-02-09 05:49:40.386924616,609.0,0.13,529.83,345.0,184.83
ORD5326,CUST1124,PROD145,54,2024-02-09 08:43:32.941961307,363.96,0.13,316.65,206.28,110.37
ORD5327,CUST1165,PROD115,56,2024-02-09 11:37:25.496997998,159.04,0.14,136.77,90.16,46.61
ORD5328,CUST1096,PROD145,86,2024-02-09 14:31:18.052034689,579.64,0.05,550.66,328.52,222.14
ORD5329,CUST1022,PROD102,97,2024-02-09 17:25:10.607071381,97.97,0.1,88.17,55.29,32.88
ORD5330,CUST1062,PROD134,87,2024-02-09 20:19:03.162108072,586.38,0.04,562.92,332.34,230.58
ORD5331,CUST1142,PROD140,45,2024-02-09 23:12:55.717144763,73.8,0.03,71.59,41.85,29.74
ORD5332,CUST1152,PROD105,34,2024-02-10 02:06:48.272181454,112.88,0.03,109.49,63.92,45.57
ORD5333,CUST1144,PROD124,9,2024-02-10 05:00:40.827218145,73.35,0.05,69.68,41.58,28.1
ORD5334,CUST1193,PROD112,88,2024-02-10 07:54:33.382254836,235.84,0.06,221.69,133.76,87.93
ORD5335,CUST1052,PROD133,8,2024-02-10 10:48:25.937291527,29.2,0.12,25.7,16.56,9.14
ORD5336,CUST1103,PROD107,7,2024-02-10 13:42:18.492328218,41.23,0.02,40.41,23.38,17.03
ORD5337,CUST1103,PROD120,36,2024-02-10 16:36:11.047364910,41.76,0.11,37.17,23.76,13.41
ORD5338,CUST1178,PROD133,18,2024-02-10 19:30:03.602401601,65.7,0.08,60.44,37.26,23.18
ORD5339,CUST1038,PROD103,3,2024-02-10 22:23:56.157438292,11.37,0.04,10.92,6.45,4.47
ORD5340,CUST1178,PROD124,28,2024-02-11 01:17:48.712474983,228.2,0.07,212.23,129.36,82.87
ORD5341,CUST1197,PROD114,70,2024-02-11 04:11:41.267511674,55.3,0.04,53.09,31.5,21.59
ORD5342,CUST1133,PROD103,44,2024-02-11 07:05:33.822548365,166.76,0.09,151.75,94.6,57.15
ORD5343,CUST1066,PROD144,21,2024-02-11 09:59:26.377585056,104.16,0.07,96.87,59.01,37.86
ORD5344,CUST1134,PROD111,28,2024-02-11 12:53:18.932621747,98.28,0.02,96.31,55.72,40.59
ORD5345,CUST1178,PROD131,54,2024-02-11 15:47:11.487658439,244.08,0.02,239.2,138.24,100.96
ORD5346,CUST1199,PROD131,54,2024-02-11 18:41:04.042695130,244.08,0.08,224.55,138.24,86.31
ORD5347,CUST1041,PROD127,65,2024-02-11 21:34:56.597731821,331.5,0.14,285.09,187.85,97.24
ORD5348,CUST1191,PROD112,21,2024-02-12 00:28:49.152768512,56.28,0.05,53.47,31.92,21.55
ORD5349,CUST1014,PROD130,99,2024-02-12 03:22:41.707805203,690.03,0.11,614.13,391.05,223.08
ORD5350,CUST1110,PROD113,13,2024-02-12 06:16:34.262841894,55.77,0.1,50.19,31.59,18.6
ORD5351,CUST1156,PROD119,57,2024-02-12 09:10:26.817878585,93.48,0.14,80.39,53.01,27.38
ORD5352,CUST1032,PROD117,49,2024-02-12 12:04:19.372915276,270.48,0.12,238.02,153.37,84.65
ORD5353,CUST1154,PROD128,54,2024-02-12 14:58:11.927951968,102.06,0.08,93.9,57.78,36.12
ORD5354,CUST1163,PROD105,10,2024-02-12 17:52:04.482988659,33.2,0.1,29.88,18.8,11.08
ORD5355,CUST1156,PROD131,53,2024-02-12 20:45:57.038025350,239.56,0.13,208.42,135.68,72.74
ORD5356,CUST1037,PROD128,44,2024-02-12 23:39:49.593062041,83.16,0.06,78.17,47.08,31.09
ORD5357,CUST1184,PROD142,47,2024-02-13 02:33:42.148098732,54.05,0.05,51.35,30.55,20.8
ORD5358,CUST1096,PROD101,53,2024-02-13 05:27:34.703135423,449.97,0.0,449.97,254.93,195.04
ORD5359,CUST1154,PROD122,74,2024-02-13 08:21:27.258172114,295.26,0.12,259.83,167.24,92.59
ORD5360,CUST1182,PROD118,46,2024-02-13 11:15:19.813208805,127.42,0.12,112.13,72.22,39.91
ORD5361,CUST1032,PROD130,13,2024-02-13 14:09:12.368245497,90.61,0.02,88.8,51.35,37.45
ORD5362,CUST1195,PROD104,37,2024-02-13 17:03:04.923282188,52.17,0.09,47.47,29.6,17.87
ORD5363,CUST1085,PROD118,24,2024-02-13 19:56:57.478318879,66.48,0.07,61.83,37.68,24.15
ORD5364,CUST1065,PROD133,2,2024-02-13 22:50:50.033355570,7.3,0.02,7.15,4.14,3.01
ORD5365,CUST1009,PROD109,86,2024-02-14 01:44:42.588392261,209.84,0.15,178.36,118.68,59.68
ORD5366,CUST1004,PROD124,81,2024-02-14 04:38:35.143428952,660.15,0.03,640.35,374.22,266.13
ORD5367,CUST1122,PROD101,14,2024-02-14 07:32:27.698465643,118.86,0.01,117.67,67.34,50.33
ORD5368,CUST1073,PROD110,10,2024-02-14 10:26:20.253502334,27.3,0.09,24.84,15.5,9.34
ORD5369,CUST1096,PROD149,35,2024-02-14 13:20:12.808539026,238.35,0.11,212.13,135.1,77.03
ORD5370,CUST1117,PROD130,25,2024-02-14 16:14:05.363575717,174.25,0.0,174.25,98.75,75.5
ORD5371,CUST1037,PROD114,3,2024-02-14 19:07:57.918612408,2.37,0.1,2.13,1.35,0.78
ORD5372,CUST1140,PROD108,17,2024-02-14 22:01:50.473649099,63.58,0.08,58.49,36.04,22.45
ORD5373,CUST1158,PROD122,12,2024-02-15 00:55:43.028685790,47.88,0.02,46.92,27.12,19.8
ORD5374,CUST1046,PROD118,54,2024-02-15 03:49:35.583722481,149.58,0.03,145.09,84.78,60.31
ORD5375,CUST1108,PROD108,24,2024-02-15 06:43:28.138759172,89.76,0.09,81.68,50.88,30.8
ORD5376,CUST1179,PROD134,29,2024-02-15 09:37:20.693795863,195.46,0.04,187.64,110.78,76.86
ORD5377,CUST1183,PROD120,43,2024-02-15 12:31:13.248832555,49.88,0.14,42.9,28.38,14.52
ORD5378,CUST1014,PROD108,25,2024-02-15 15:25:05.803869246,93.5,0.12,82.28,53.0,29.28
ORD5379,CUST1156,PROD127,60,2024-02-15 18:18:58.358905937,306.0,0.15,260.1,173.4,86.7
ORD5380,CUST1135,PROD145,90,2024-02-15 21:12:50.913942628,606.6,0.04,582.34,343.8,238.54
ORD5381,CUST1004,PROD106,65,2024-02-16 00:06:43.468979319,126.1,0.15,107.18,71.5,35.68
ORD5382,CUST1156,PROD115,84,2024-02-16 03:00:36.024016010,238.56,0.06,224.25,135.24,89.01
ORD5383,CUST1046,PROD115,28,2024-02-16 05:54:28.579052701,79.52,0.05,75.54,45.08,30.46
ORD5384,CUST1067,PROD132,16,2024-02-16 08:48:21.134089393,139.2,0.01,137.81,78.88,58.93
ORD5385,CUST1075,PROD103,47,2024-02-16 11:42:13.689126084,178.13,0.01,176.35,101.05,75.3
ORD5386,CUST1172,PROD103,81,2024-02-16 14:36:06.244162775,306.99,0.1,276.29,174.15,102.14
ORD5387,CUST1129,PROD138,92,2024-02-16 17:29:58.799199466,97.52,0.07,90.69,55.2,35.49
ORD5388,CUST1154,PROD139,58,2024-02-16 20:23:51.354236157,48.14,0.03,46.7,27.26,19.44
ORD5389,CUST1094,PROD116,76,2024-02-16 23:17:43.909272848,298.68,0.09,271.8,169.48,102.32
ORD5390,CUST1114,PROD136,27,2024-02-17 02:11:36.464309539,200.07,0.04,192.07,113.4,78.67
ORD5391,CUST1163,PROD138,53,2024-02-17 05:05:29.019346230,56.18,0.09,51.12,31.8,19.32
ORD5392,CUST1035,PROD128,42,2024-02-17 07:59:21.574382922,79.38,0.05,75.41,44.94,30.47
ORD5393,CUST1025,PROD135,59,2024-02-17 10:53:14.129419613,223.61,0.12,196.78,126.85,69.93
ORD5394,CUST1042,PROD137,47,2024-02-17 13:47:06.684456304,246.28,0.12,216.73,139.59,77.14
ORD5395,CUST1026,PROD138,94,2024-02-17 16:40:59.239492995,99.64,0.07,92.67,56.4,36.27
ORD5396,CUST1068,PROD149,34,2024-02-17 19:34:51.794529686,231.54,0.05,219.96,131.24,88.72
ORD5397,CUST1147,PROD136,37,2024-02-17 22:28:44.349566377,274.17,0.05,260.46,155.4,105.06
ORD5398,CUST1010,PROD134,6,2024-02-18 01:22:36.904603068,40.44,0.12,35.59,22.92,12.67
ORD5399,CUST1073,PROD106,7,2024-02-18 04:16:29.459639759,13.58,0.05,12.9,7.7,5.2
ORD5400,CUST1103,PROD126,96,2024-02-18 07:10:22.014676451,748.8,0.03,726.34,424.32,302.02
ORD5401,CUST1037,PROD127,96,2024-02-18 10:04:14.569713142,489.6,0.01,484.7,277.44,207.26
ORD5402,CUST1133,PROD121,25,2024-02-18 12:58:07.124749833,208.25,0.07,193.67,118.0,75.67
ORD5403,CUST1199,PROD113,33,2024-02-18 15:51:59.679786524,141.57,0.07,131.66,80.19,51.47
ORD5404,CUST1022,PROD106,55,2024-02-18 18:45:52.234823215,106.7,0.13,92.83,60.5,32.33
ORD5405,CUST1046,PROD136,58,2024-02-18 21:39:44.789859906,429.78,0.03,416.89,243.6,173.29
ORD5406,CUST1089,PROD121,7,2024-02-19 00:33:37.344896597,58.31,0.06,54.81,33.04,21.77
ORD5407,CUST1045,PROD104,57,2024-02-19 03:27:29.899933288,80.37,0.12,70.73,45.6,25.13
ORD5408,CUST1106,PROD101,12,2024-02-19 06:21:22.454969980,101.88,0.12,89.65,57.72,31.93
ORD5409,CUST1139,PROD126,16,2024-02-19 09:15:15.010006671,124.8,0.06,117.31,70.72,46.59
ORD5410,CUST1140,PROD120,80,2024-02-19 12:09:07.565043362,92.8,0.07,86.3,52.8,33.5
ORD5411,CUST1103,PROD137,43,2024-02-19 15:03:00.120080053,225.32,0.05,214.05,127.71,86.34
ORD5412,CUST1189,PROD114,77,2024-02-19 17:56:52.675116744,60.83,0.14,52.31,34.65,17.66
ORD5413,CUST1110,PROD120,7,2024-02-19 20:50:45.230153435,8.12,0.02,7.96,4.62,3.34
ORD5414,CUST1103,PROD109,51,2024-02-19 23:44:37.785190126,124.44,0.14,107.02,70.38,36.64
ORD5415,CUST1059,PROD122,73,2024-02-20 02:38:30.340226817,291.27,0.1,262.14,164.98,97.16
ORD5416,CUST1170,PROD138,32,2024-02-20 05:32:22.895263509,33.92,0.08,31.21,19.2,12.01
ORD5417,CUST1099,PROD104,75,2024-02-20 08:26:15.450300200,105.75,0.0,105.75,60.0,45.75
ORD5418,CUST1067,PROD100,8,2024-02-20 11:20:08.005336891,64.96,0.07,60.41,36.8,23.61
ORD5419,CUST1132,PROD112,97,2024-02-20 14:14:00.560373582,259.96,0.06,244.36,147.44,96.92
ORD5420,CUST1119,PROD120,87,2024-02-20 17:07:53.115410273,100.92,0.02,98.9,57.42,41.48
ORD5421,CUST1036,PROD125,89,2024-02-20 20:01:45.670446964,108.58,0.1,97.72,61.41,36.31
ORD5422,CUST1071,PROD149,72,2024-02-20 22:55:38.225483655,490.32,0.15,416.77,277.92,138.85
ORD5423,CUST1126,PROD144,45,2024-02-21 01:49:30.780520346,223.2,0.08,205.34,126.45,78.89
ORD5424,CUST1105,PROD120,86,2024-02-21 04:43:23.335557038,99.76,0.11,88.79,56.76,32.03
ORD5425,CUST1091,PROD117,59,2024-02-21 07:37:15.890593729,325.68,0.01,322.42,184.67,137.75
ORD5426,CUST1030,PROD136,4,2024-02-21 10:31:08.445630420,29.64,0.06,27.86,16.8,11.06
ORD5427,CUST1121,PROD144,67,2024-02-21 13:25:01.000667111,332.32,0.02,325.67,188.27,137.4
ORD5428,CUST1136,PROD131,29,2024-02-21 16:18:53.555703802,131.08,0.09,119.28,74.24,45.04
ORD5429,CUST1050,PROD135,29,2024-02-21 19:12:46.110740493,109.91,0.14,94.52,62.35,32.17
ORD5430,CUST1028,PROD116,98,2024-02-21 22:06:38.665777184,385.14,0.1,346.63,218.54,128.09
ORD5431,CUST1039,PROD134,98,2024-02-22 01:00:31.220813875,660.52,0.01,653.91,374.36,279.55
ORD5432,CUST1040,PROD148,28,2024-02-22 03:54:23.775850567,183.4,0.05,174.23,103.88,70.35
ORD5433,CUST1010,PROD110,77,2024-02-22 06:48:16.330887258,210.21,0.08,193.39,119.35,74.04
ORD5434,CUST1150,PROD120,79,2024-02-22 09:42:08.885923949,91.64,0.06,86.14,52.14,34.0
ORD5435,CUST1000,PROD125,87,2024-02-22 12:36:01.440960640,106.14,0.13,92.34,60.03,32.31
ORD5436,CUST1045,PROD103,44,2024-02-22 15:29:53.995997331,166.76,0.12,146.75,94.6,52.15
ORD5437,CUST1100,PROD133,90,2024-02-22 18:23:46.551034022,328.5,0.09,298.94,186.3,112.64
ORD5438,CUST1148,PROD147,4,2024-02-22 21:17:39.106070714,21.52,0.06,20.23,12.2,8.03
ORD5439,CUST1089,PROD117,90,2024-02-23 00:11:31.661107405,496.8,0.04,476.93,281.7,195.23
ORD5440,CUST1109,PROD139,9,2024-02-23 03:05:24.216144096,7.47,0.02,7.32,4.23,3.09
ORD5441,CUST1163,PROD134,5,2024-02-23 05:59:16.771180787,33.7,0.05,32.02,19.1,12.92
ORD5442,CUST1181,PROD140,56,2024-02-23 08:53:09.326217478,91.84,0.06,86.33,52.08,34.25
ORD5443,CUST1056,PROD128,96,2024-02-23 11:47:01.881254169,181.44,0.1,163.3,102.72,60.58
ORD5444,CUST1000,PROD128,84,2024-02-23 14:40:54.436290860,158.76,0.1,142.88,89.88,53.0
ORD5445,CUST1062,PROD137,50,2024-02-23 17:34:46.991327551,262.0,0.01,259.38,148.5,110.88
ORD5446,CUST1181,PROD141,75,2024-02-23 20:28:39.546364243,48.0,0.06,45.12,27.0,18.12
ORD5447,CUST1054,PROD120,15,2024-02-23 23:22:32.101400934,17.4,0.03,16.88,9.9,6.98
ORD5448,CUST1114,PROD141,32,2024-02-24 02:16:24.656437625,20.48,0.02,20.07,11.52,8.55
ORD5449,CUST1167,PROD112,28,2024-02-24 05:10:17.211474316,75.04,0.12,66.04,42.56,23.48
ORD5450,CUST1142,PROD148,22,2024-02-24 08:04:09.766511007,144.1,0.01,142.66,81.62,61.04
ORD5451,CUST1148,PROD140,17,2024-02-24 10:58:02.321547698,27.88,0.06,26.21,15.81,10.4
ORD5452,CUST1174,PROD116,59,2024-02-24 13:51:54.876584389,231.87,0.03,224.91,131.57,93.34
ORD5453,CUST1052,PROD108,90,2024-02-24 16:45:47.431621081,336.6,0.13,292.84,190.8,102.04
ORD5454,CUST1136,PROD140,71,2024-02-24 19:39:39.986657772,116.44,0.08,107.12,66.03,41.09
ORD5455,CUST1179,PROD100,57,2024-02-24 22:33:32.541694463,462.84,0.03,448.95,262.2,186.75
ORD5456,CUST1056,PROD101,26,2024-02-25 01:27:25.096731154,220.74,0.08,203.08,125.06,78.02
ORD5457,CUST1116,PROD147,25,2024-02-25 04:21:17.651767845,134.5,0.11,119.7,76.25,43.45
ORD5458,CUST1153,PROD128,10,2024-02-25 07:15:10.206804536,18.9,0.14,16.25,10.7,5.55
ORD5459,CUST1168,PROD132,45,2024-02-25 10:09:02.761841227,391.5,0.03,379.76,221.85,157.91
ORD5460,CUST1034,PROD109,83,2024-02-25 13:02:55.316877918,202.52,0.13,176.19,114.54,61.65
ORD5461,CUST1062,PROD149,11,2024-02-25 15:56:47.871914610,74.91,0.14,64.42,42.46,21.96
ORD5462,CUST1024,PROD139,77,2024-02-25 18:50:40.426951301,63.91,0.14,54.96,36.19,18.77
ORD5463,CUST1089,PROD120,53,2024-02-25 21:44:32.981987992,61.48,0.1,55.33,34.98,20.35
ORD5464,CUST1074,PROD127,72,2024-02-26 00:38:25.537024683,367.2,0.09,334.15,208.08,126.07
ORD5465,CUST1037,PROD110,68,2024-02-26 03:32:18.092061374,185.64,0.06,174.5,105.4,69.1
ORD5466,CUST1129,PROD133,95,2024-02-26 06:26:10.647098065,346.75,0.11,308.61,196.65,111.96
ORD5467,CUST1134,PROD107,28,2024-02-26 09:20:03.202134756,164.92,0.08,151.73,93.52,58.21
ORD5468,CUST1161,PROD121,75,2024-02-26 12:13:55.757171447,624.75,0.1,562.28,354.0,208.28
ORD5469,CUST1090,PROD107,65,2024-02-26 15:07:48.312208139,382.85,0.06,359.88,217.1,142.78
ORD5470,CUST1016,PROD148,49,2024-02-26 18:01:40.867244830,320.95,0.11,285.65,181.79,103.86
ORD5471,CUST1127,PROD114,47,2024-02-26 20:55:33.422281521,37.13,0.12,32.67,21.15,11.52
ORD5472,CUST1170,PROD116,52,2024-02-26 23:49:25.977318212,204.36,0.02,200.27,115.96,84.31
ORD5473,CUST1186,PROD122,88,2024-02-27 02:43:18.532354903,351.12,0.12,308.99,198.88,110.11
ORD5474,CUST1107,PROD123,54,2024-02-27 05:37:11.087391594,288.9,0.08,265.79,163.62,102.17
ORD5475,CUST1178,PROD144,60,2024-02-27 08:31:03.642428285,297.6,0.13,258.91,168.6,90.31
ORD5476,CUST1181,PROD118,57,2024-02-27 11:24:56.197464976,157.89,0.06,148.42,89.49,58.93
ORD5477,CUST1151,PROD104,47,2024-02-27 14:18:48.752501668,66.27,0.06,62.29,37.6,24.69
ORD5478,CUST1024,PROD131,31,2024-02-27 17:12:41.307538359,140.12,0.14,120.5,79.36,41.14
ORD5479,CUST1198,PROD143,46,2024-02-27 20:06:33.862575050,287.96,0.04,276.44,163.3,113.14
ORD5480,CUST1179,PROD100,26,2024-02-27 23:00:26.417611741,211.12,0.13,183.67,119.6,64.07
ORD5481,CUST1197,PROD122,5,2024-02-28 01:54:18.972648432,19.95,0.07,18.55,11.3,7.25
ORD5482,CUST1087,PROD136,84,2024-02-28 04:48:11.527685123,622.44,0.08,572.64,352.8,219.84
ORD5483,CUST1160,PROD107,52,2024-02-28 07:42:04.082721814,306.28,0.05,290.97,173.68,117.29
ORD5484,CUST1176,PROD112,75,2024-02-28 10:35:56.637758505,201.0,0.09,182.91,114.0,68.91
ORD5485,CUST1028,PROD107,54,2024-02-28 13:29:49.192795197,318.06,0.05,302.16,180.36,121.8
ORD5486,CUST1062,PROD122,33,2024-02-28 16:23:41.747831888,131.67,0.01,130.35,74.58,55.77
ORD5487,CUST1149,PROD142,50,2024-02-28 19:17:34.302868579,57.5,0.04,55.2,32.5,22.7
ORD5488,CUST1153,PROD100,38,2024-02-28 22:11:26.857905270,308.56,0.0,308.56,174.8,133.76
ORD5489,CUST1155,PROD144,27,2024-02-29 01:05:19.412941961,133.92,0.15,113.83,75.87,37.96
ORD5490,CUST1113,PROD123,98,2024-02-29 03:59:11.967978652,524.3,0.14,450.9,296.94,153.96
ORD5491,CUST1048,PROD134,15,2024-02-29 06:53:04.523015343,101.1,0.06,95.03,57.3,37.73
ORD5492,CUST1198,PROD123,96,2024-02-29 09:46:57.078052034,513.6,0.11,457.1,290.88,166.22
ORD5493,CUST1080,PROD116,61,2024-02-29 12:40:49.633088726,239.73,0.05,227.74,136.03,91.71
ORD5494,CUST1083,PROD104,21,2024-02-29 15:34:42.188125417,29.61,0.1,26.65,16.8,9.85
ORD5495,CUST1104,PROD119,46,2024-02-29 18:28:34.743162108,75.44,0.12,66.39,42.78,23.61
ORD5496,CUST1176,PROD120,69,2024-02-29 21:22:27.298198799,80.04,0.14,68.83,45.54,23.29
